sentences,lable
", Chicago: Art Institute of Chicago, 2011


== External links ==
 Media related to Conceptual art at Wikimedia Commons
 Quotations related to Conceptual art at Wikiquote
Art & Language Uncompleted: The Philippe Méaille Collection, MACBA
Official site of the Château de Montsoreau-Museum of Contemporary Art
Light Years: Conceptual Art and the Photograph, 1964–1977 at the Art Institute of Chicago
Shellekens, Elisabet",1
" ""Conceptual Art""",1
"  In Zalta, Edward N",1
 (ed,1
),1
 Stanford Encyclopedia of Philosophy,1
"
Sol LeWitt, ""Paragraphs on Conceptual Art""
Conceptualism
pdf file of An Anthology of Chance Operations (1963) containing Henry Flynt's ""Concept Art"" essay at UbuWeb
conceptual artists, books on conceptual art and links to further reading
Arte Conceptual y Posconceptual",1
" La idea como arte: Duchamp, Beuys, Cage y Fluxus – PDF  UCMDrawing is a form of visual art in which an artist uses instruments to mark paper or other two-dimensional surface",1
" Drawing instruments include graphite pencils, pen and ink, various kinds of paints, inked brushes, colored pencils, crayons, charcoal, chalk, pastels, erasers, markers, styluses, and metals (such as silverpoint)",1
 Digital drawing is the act of drawing on graphics software in a computer,1
" Common methods of digital drawing include a stylus or finger on a touchscreen device, stylus- or finger-to-touchpad, or in some cases, a mouse",1
 There are many digital art programs and devices,1
"
A drawing instrument releases a small amount of material onto a surface, leaving a visible mark",1
" The most common support for drawing is paper, although other materials, such as cardboard, wood, plastic, leather, canvas, and board, have been used",1
 Temporary drawings may be made on a blackboard or whiteboard,1
 Drawing has been a popular and fundamental means of public expression throughout human history,1
 It is one of the simplest and most efficient means of communicating ideas,1
 The wide availability of drawing instruments makes drawing one of the most common artistic activities,1
"
In addition to its more artistic forms, drawing is frequently used in commercial illustration, animation, architecture, engineering, and technical drawing",1
" A quick, freehand drawing, usually not intended as a finished work, is sometimes called a sketch",1
" An artist who practices or works in technical drawing may be called a drafter, draftsman, or draughtsman",1
"


== Overview ==

Drawing is one of the oldest forms of human expression within the visual arts",1
" It is generally concerned with the marking of lines and areas of tone onto paper/other material, where the accurate representation of the visual world is expressed upon a plane surface",1
" Traditional drawings were monochrome, or at least had little colour, while modern colored-pencil drawings may approach or cross a boundary between drawing and painting",1
" In Western terminology, drawing is distinct from painting, even though similar media often are employed in both tasks",1
" Dry media, normally associated with drawing, such as chalk, may be used in pastel paintings",1
" Drawing may be done with a liquid medium, applied with brushes or pens",1
" Similar supports likewise can serve both: painting generally involves the application of liquid paint onto prepared canvas or panels, but sometimes an underdrawing is drawn first on that same support",1
"

Drawing is often exploratory, with considerable emphasis on observation, problem-solving and composition",1
" Drawing is also regularly used in preparation for a painting, further obfuscating their distinction",1
 Drawings created for these purposes are called studies,1
"There are several categories of drawing, including figure drawing, cartooning, doodling, and freehand",1
" There are also many drawing methods, such as line drawing, stippling, shading, the surrealist method of entopic graphomania (in which dots are made at the sites of impurities in a blank sheet of paper, and lines are then made between the dots), and tracing (drawing on a translucent paper, such as tracing paper, around the outline of preexisting shapes that show through the paper)",1
"
A quick, unrefined drawing may be called a sketch",1
"
In fields outside art, technical drawings or plans of buildings, machinery, circuitry and other things are often called ""drawings"" even when they have been transferred to another medium by printing",1
"


== History ==


=== In communication ===
Drawing is one of the oldest forms of human expression, with evidence for its existence preceding that of written communication",1
" It is believed that drawing was used as a specialised form of communication before the invention of the written language, demonstrated by the production of cave and rock paintings  around 30,000 years ago (Art of the Upper Paleolithic)",1
"
These drawings, known as pictograms, depicted objects and abstract concepts",1
 The sketches and paintings produced by Neolithic times were eventually stylised and simplified in to symbol systems (proto-writing) and eventually into early writing systems,1
"


=== In manuscripts ===
Before the widespread availability of paper, 12th-century monks in European monasteries used intricate drawings to prepare illustrated, illuminated manuscripts on vellum and parchment",1
" Drawing has also been used extensively in the field of science, as a method of discovery, understanding and explanation",1
"


=== In science ===
Drawing diagrams of observations is an important part of scientific study",1
"
In 1609, astronomer Galileo Galilei explained the changing phases of Venus and also the sunspots through his observational telescopic drawings",1
" In 1924, geophysicist Alfred Wegener used illustrations to visually demonstrate the origin of the continents",1
"


=== As artistic expression ===

Drawing is used to express one's creativity, and therefore has been prominent in the world of art",1
" Throughout much of history, drawing was regarded as the foundation for artistic practice",1
" Initially, artists used and reused wooden tablets for the production of their drawings",1
" Following the widespread availability of paper in the 14th century, the use of drawing in the arts increased",1
" At this point, drawing was commonly used as a tool for thought and investigation, acting as a study medium whilst artists were preparing for their final pieces of work",1
" The Renaissance brought about a great sophistication in drawing techniques, enabling artists to represent things more realistically than before, and revealing an interest in geometry and philosophy",1
The invention of the first widely available form of photography led to a shift in the hierarchy of the arts,1
" Photography offered an alternative to drawing as a method for accurately representing visual phenomena, and traditional drawing practice was given less emphasis as an essential skill for artists, particularly so in Western society",1
"


== Notable artists and draftsmen ==
Drawing became significant as an art form around the late 15th century, with artists and master engravers such as Albrecht Dürer and Martin Schongauer (c",1
" 1448-1491), the first Northern engraver known by name",1
" Schongauer came from Alsace, and was born into a family of goldsmiths",1
" Albrecht Dürer, a master of the next generation, was also the son of a goldsmith",1
"Old Master Drawings often reflect the history of the country in which they were produced, and the fundamental characteristics of a nation at that time",1
" In 17th-century Holland, a Protestant country, there were almost no religious artworks, and, with no King or court, most art was bought privately",1
 Drawings of landscapes or genre scenes were often viewed not as sketches but as highly finished works of art,1
" Italian drawings, however, show the influence of Catholicism and the Church, which played a major role in artistic patronage",1
" The same is often true of French drawings, although in the 17th century the disciplines of French Classicism meant drawings were less Baroque than the more free Italian counterparts, which conveyed a greater sense of movement",1
"In the 20th century Modernism encouraged ""imaginative originality"" and some artists' approach to drawing became less literal, more abstract",1
